realization_id,realization,w0_mean,w0_median,cpl_best_w0,wa_mean,wa_median,cpl_best_wa,H0_mean,H0_median,cpl_best_H0,Omega_m0_mean,Omega_m0_median,cpl_best_Omega_m0
41,N100-41,-0.9840570109879225,-0.984729934427651,-0.9883055139708032,-0.0942562736238561,-0.08713750921738087,-0.06475001383319867,70.11652069347097,70.11270370606027,70.07772276073128,0.29829816439456347,0.2982447083798076,0.2983761915831231
65,N100-65,-1.0619182144925186,-1.0622749169036643,-1.0659730133319356,0.47218385888151027,0.47765100384846704,0.49576873569475577,68.41457205314447,68.4128311229705,68.38186804072814,0.3072519006167786,0.307195538757885,0.30719686118179945
80,N100-80,-0.9463682046829451,-0.9469819094565088,-0.9510223818829557,-0.25474347852540385,-0.24712050251692547,-0.22489612240448542,70.33318970708635,70.33029560212704,70.3054559647824,0.29778884308136705,0.2977260786140381,0.2978200779064824
98,N100-98,-0.8962067036977871,-0.8970186217463658,-0.9027284723255056,-0.25970743419098696,-0.2497309842352879,-0.22009414823217677,68.38719165249569,68.38382449012394,68.35266767467937,0.31578591946499046,0.3157392024030526,0.3158053257612089
