realization,omega_m_mean,omega_m_median,omega_b_mean,omega_b_median,H0_mean,H0_median,Omega_m0_mean,Omega_m0_median,w0_mean,w0_median,wa_mean,wa_median,DeltaM_mean,DeltaM_median,wp_mean,wp_median
N100-81,0.14668168542487448,0.14668898698046784,0.02226684777188037,0.02226653229767285,69.45350315421389,69.44981887608557,0.30415973296913185,0.30409806555418173,-0.9863541743554938,-0.9869997416320937,-0.007019400002476267,0.0009887144163485823,-0.017196934988905836,-0.01727081464830804,-0.9880112597458146,-0.9879230054920551
N100-82,0.14762162524342703,0.14762623766088606,0.022281271657115572,0.022281332672145653,68.99923054299674,68.99733192669443,0.31015387612312134,0.31007937758704185,-0.8785201202467382,-0.87908398353746,-0.3967978066797827,-0.3902145254553566,-0.012829749158475639,-0.012859007085956723,-0.9686686276345441,-0.9686892791866101
N100-83,0.14626562965860634,0.1462738058875033,0.022486926174681118,0.022486287772025295,70.98836791133121,70.98749296461328,0.29032320398756895,0.2902551249341911,-1.0998881922374326,-1.1005585362082368,0.2973439628352849,0.30582703672002026,0.00967873477447547,0.009685010147909262,-1.0280005669056163,-1.027868974713409
N100-84,0.14646220116175634,0.14646938647657504,0.02197604543687498,0.021976062336862893,69.47905714249563,69.47807290126892,0.30348150626165304,0.30340638781972706,-0.9552803919096691,-0.9560943732578627,-0.15614626436018492,-0.14693364998014813,-0.01569959106563067,-0.015708447432771513,-0.9902858132652985,-0.99021795843468
N100-85,0.14812616504314438,0.1481348294839846,0.02228464087758478,0.022284353015085922,69.75060485360176,69.74898836466805,0.3045438121434746,0.3044764432585702,-1.0241664744245134,-1.024816048761184,0.03577362606418464,0.04419590018400375,-0.010523132037061305,-0.01053213424541493,-1.0159731519985247,-1.0159293785916073
N100-86,0.14563656293647304,0.14564262265717098,0.022342048810441606,0.02234152116078781,69.86853555222282,69.86433802375876,0.2984153073593843,0.2983719402337287,-0.9857967592454846,-0.9864328065172623,0.017942046362989083,0.026587823268466426,-0.005447120345999321,-0.005507004781424834,-0.981551914660986,-0.9814061199589809
N100-87,0.15009058138866757,0.15009819601791533,0.022086949645304922,0.022086581236124427,71.05436881280428,71.05016215440942,0.2973635980436116,0.29731423424967124,-1.022345643583612,-1.0232224789653581,-0.24780457561847566,-0.2384240866913063,0.018801381346365182,0.018780666332632697,-1.0744229348602006,-1.074411155952399
N100-88,0.1464441486681939,0.1464492647680815,0.022221894314990595,0.022222106958387056,69.70841965074399,69.70507656953109,0.30145129076597815,0.30139637175588674,-0.9651731212367085,-0.9658324898113138,-0.10273322837280188,-0.09415789913866991,-0.00599488334432926,-0.006074374565780295,-0.9885762105930066,-0.9884754475009669
N100-89,0.14793760423178218,0.14794765962486647,0.022330731689926046,0.022330575482449874,71.3768645543293,71.37219970841984,0.2904556051389494,0.2904113049126653,-0.9861198799400424,-0.9868038814446363,-0.27487831382747474,-0.26611109847446196,0.03207015510096129,0.03201552073114563,-1.0440647858629213,-1.0440198358972261
N100-90,0.14758277632869274,0.1475853101956833,0.02209113561344514,0.022091163663194212,70.55957745072102,70.55601442197276,0.2965090359106026,0.29646482374986444,-0.9870944778355468,-0.9877633586582505,-0.20741177876334113,-0.1981400401631917,0.009777176214707518,0.009750541301987544,-1.031946487269706,-1.0318145878390468
N100-91,0.14603313819132485,0.1460392529642876,0.022625986614649908,0.02262567712234929,68.759623415487,68.75731067901293,0.30895714493243004,0.30888583788872354,-0.9926818990723612,-0.9931280705681071,0.17416257546290453,0.1819831219456087,-0.03619723533329838,-0.036185152484931135,-0.9487415576683783,-0.9486237014367205
N100-92,0.14605901198745147,0.14606499609657492,0.0225922696598753,0.022591789301534704,69.99545649924076,69.99247306245813,0.2981973705099537,0.2981456142055339,-0.9449109296629007,-0.9455152736723702,-0.11198441702951918,-0.10446919914305114,0.009867366410399685,0.009849574746698432,-0.9710205936913618,-0.9709655702187316
N100-93,0.14663284109276875,0.14664103544276488,0.022529482555595354,0.022529660593567397,70.12885573567885,70.12642004305995,0.29823110784946044,0.2981712479911781,-0.991637793170839,-0.9922346670955252,-0.0005929538088759289,0.006612358629411216,-0.0035340003844161394,-0.0035206686231919176,-0.9917783825650813,-0.9917837616641676
N100-94,0.14609821675672266,0.14610571851789625,0.022369896220008158,0.022369483672594587,69.64767243600161,69.6449494553953,0.3012619332793604,0.3012057236266364,-1.0730669325372877,-1.0738023199016054,0.311693238061978,0.319891025074862,-0.017019485783093546,-0.017034290538542125,-0.9953180191639317,-0.9951691753584879
N100-95,0.14794681792203787,0.14795023616451058,0.022346012340946003,0.022345816468115474,70.38516064258846,70.38135145807627,0.29871578023369655,0.29864952435047804,-0.9685322046194217,-0.969387848568527,-0.21881131831541462,-0.20991907831243026,0.007854636853820478,0.007792930372258789,-1.0175510300854118,-1.0174237323523785
N100-96,0.14664681751664801,0.14665358484409236,0.022341335505244614,0.02234117327393967,68.91783415779932,68.9144119918372,0.30883255028016554,0.3087780251262798,-0.9289019801806726,-0.9295519995474322,-0.12540842509523026,-0.11697435078877473,-0.022096411605760202,-0.022113956950026194,-0.9579284053753688,-0.957863525408067
N100-97,0.147569961421933,0.14757990954705788,0.02220036978821143,0.02220032036649129,69.87940488771602,69.8762247405141,0.3022814567982641,0.30219267215330525,-1.0898130625250262,-1.0904666997549284,0.27865275767495734,0.2871784198482214,-0.01473622224823996,-0.014769468680206642,-1.0234498246256336,-1.023316966429662
N100-98,0.14764835544219213,0.14765499591726258,0.022255195653110797,0.022254825126096202,68.38719165249569,68.38382449012394,0.31578591946499046,0.3157392024030526,-0.8962067036977871,-0.8970186217463658,-0.25970743419098696,-0.2497309842352879,-0.038261249292490404,-0.03831607727344339,-0.9537402612466187,-0.9536255308789622
N100-99,0.14825930335478202,0.14826619669627167,0.022217483562573942,0.02221712013035941,70.34158465945414,70.34018532114696,0.29971779583067576,0.2996619779672664,-1.0173929977400162,-1.0181255118931276,-0.0595342812674817,-0.05092294997268637,0.0024556587448622846,0.0024489096447429986,-1.0307162259047713,-1.03064014716261
